model,seasonal,horizon,rmse,mae,mape
"ARIMA(0, 1, 2)",False,1,0.6633523665256933,0.47854618911455943,1.285223529237749
"ARIMA(0, 1, 2)",False,3,1.1408735857800465,0.9119298690430353,2.4273121130972837
"ARIMA(0, 1, 2)",False,7,1.5393391352235526,1.2428532837107251,3.2299775828238326
"ARIMA(1, 1, 1)",False,1,0.6735105157877183,0.48995206224555876,1.3136154113738565
"ARIMA(1, 1, 1)",False,3,1.1347823629679672,0.9353501111694839,2.4848329125702535
"ARIMA(1, 1, 1)",False,7,1.5210284025617755,1.21498507139225,3.1488303733450262
"SARIMA(0, 1, 2)",True,1,0.6636866913789605,0.4823069048163512,1.2962883358781379
"SARIMA(0, 1, 2)",True,3,1.1466967140530482,0.9221456881782821,2.453957390491765
"SARIMA(0, 1, 2)",True,7,1.5469543014495368,1.2552792557486414,3.2658644503502297
