model,horizon,rmse,mae,mape
LSTM (baseline),1,6.605994555105704,5.7682446669290455,4.936153756301713
LSTM (baseline),3,7.272679696437177,6.471758799928776,5.539534044924611
LSTM (baseline),7,10.272578690041101,9.004935749104192,7.745456609378048
