model,horizon,rmse,mae,mape
create_lstm_relu_dropout_model,1,40.70570459584594,39.90371021051692,34.572215099301744
create_lstm_relu_dropout_model,3,40.96792967299736,40.66417539978,35.246205924198236
create_lstm_relu_dropout_model,7,41.9367422786106,41.48942880720645,35.9351368334987
