model,exo_var,horizon,rmse,mae,mape
best_model_fn,XLI,1,10.977091187941687,8.07811734547101,3.540256690013184
best_model_fn,XLI,3,14.356362941045976,10.868974816055905,4.750005206072084
best_model_fn,XLI,7,16.259904464059062,12.610986201352727,5.497462676276425
