model,horizon,rmse,mae,mape,exog_vars
"SARIMAX(0, 1, 2) + Season(1, 0, 0, 7)",1,0.6833063525734198,0.4957024396422035,1.3263341389585384,"DX-Y.NYB_lag5,CL=F_lag1,HG=F_lag1"
"SARIMAX(0, 1, 2) + Season(1, 0, 0, 7)",3,1.1906480515151034,0.9801038222971324,2.600125055256745,"DX-Y.NYB_lag5,CL=F_lag1,HG=F_lag1"
"SARIMAX(0, 1, 2) + Season(1, 0, 0, 7)",7,1.556201872840778,1.2417821092598633,3.1967730340691336,"DX-Y.NYB_lag5,CL=F_lag1,HG=F_lag1"
