model,horizon,rmse,mae,mape
LSTM (baseline),1,8.207308530924648,7.312794036068101,3.548768413700134
LSTM (baseline),3,10.617440131088651,9.307109569398829,4.520335107598046
LSTM (baseline),7,12.981955869521848,11.596408976991528,5.614568641220506
