model,horizon,rmse,mae,mape
create_lstm_relu_dropout_model,1,16.33445362324118,12.898894765725727,5.655764440809426
create_lstm_relu_dropout_model,3,17.706984827404124,13.507469662320592,5.878575151702636
create_lstm_relu_dropout_model,7,21.50288795391085,16.762615793478766,7.219398146394118
