model,horizon,rmse,mae,mape
create_lstm_deep_model_tanh,1,1.1254365608991932,0.9341294268340488,2.441570768932939
create_lstm_deep_model_tanh,3,1.3432835338108027,1.1327590926442856,2.9559494721482333
create_lstm_deep_model_tanh,7,1.6703124757387466,1.4055833329335807,3.649957968851188
