model,horizon,rmse,mae,mape
lstm_keras_tuned_complex,1,4.79366567356788,4.037963257900465,3.458896066523629
lstm_keras_tuned_complex,3,4.804501267630163,3.6734828374454254,3.1227851708227576
lstm_keras_tuned_complex,7,5.45511405563976,3.7495476956125766,3.1623280046036055
