model,horizon,rmse,mae,mape
LSTM (baseline),1,12.327585918273602,9.018675306359365,3.948703209614675
LSTM (baseline),3,15.108593378422107,11.39860599665528,4.936723423791016
LSTM (baseline),7,18.785334591726915,13.740570592065955,5.916963791229164
