model,horizon,rmse,mae,mape
create_lstm_deep_model_small_tanh,1,1.1466257130396311,0.9676255583910007,2.536638929307488
create_lstm_deep_model_small_tanh,3,1.328772983218672,1.1050946909450432,2.882805799054531
create_lstm_deep_model_small_tanh,7,1.7442931640236854,1.4717100998416603,3.821093200619035
