model,horizon,rmse,mae,mape
create_lstm_relu_dropout_model,1,1.3217472318611498,1.1009370358082606,2.8834655795768342
create_lstm_relu_dropout_model,3,1.3646948282316471,1.1237204602088164,2.9589998125251555
create_lstm_relu_dropout_model,7,1.8234083553712757,1.523817547173644,3.9594088598704307
