model,horizon,rmse,mae,mape
lstm_keras_tuned_simple,1,4.470341068359168,3.801857772688646,3.3001962465359234
lstm_keras_tuned_simple,3,4.80731668119715,4.094892678607717,3.4959185925187617
lstm_keras_tuned_simple,7,6.116539905233292,4.991870981650601,4.263288610996912
