model,horizon,rmse,mae,mape,exog_vars
"SARIMAX(1, 1, 1) + Season(1, 0, 0, 21)",1,2.8280314128106463,2.369166786214861,2.063318315322076,"CL=F_lag4,^TNX_lag7,^VIX_lag1"
"SARIMAX(1, 1, 1) + Season(1, 0, 0, 21)",3,4.392665219673542,3.7383297528951935,3.2241051328644685,"CL=F_lag4,^TNX_lag7,^VIX_lag1"
"SARIMAX(1, 1, 1) + Season(1, 0, 0, 21)",7,5.881358391344595,3.6112036819392,3.0136279132236194,"CL=F_lag4,^TNX_lag7,^VIX_lag1"
