model,horizon,rmse,mae,mape
create_lstm_deep_model_tanh,1,1.1618757183743171,0.9652868263473542,2.528432447630891
create_lstm_deep_model_tanh,3,1.3750582209498088,1.1690743003690462,3.0468066596086727
create_lstm_deep_model_tanh,7,1.6984505723472612,1.4285074839235221,3.7107364808811356
