model,horizon,rmse,mae,mape
create_lstm_baseline_model_tanh,1,1.0585206756951084,0.875280414529372,2.3001113271513796
create_lstm_baseline_model_tanh,3,1.1749300631425863,0.9821239461505533,2.57037884151158
create_lstm_baseline_model_tanh,7,1.4438346800561992,1.2042883645832716,3.1330505120793988
