model,horizon,rmse,mae,mape
create_lstm_deep_model_relu,1,16.076275470463838,12.583361690173616,5.505328203414512
create_lstm_deep_model_relu,3,16.857337521399366,13.583351256466448,5.927074952538361
create_lstm_deep_model_relu,7,20.356556779101645,16.33620378219308,7.119609253616052
