model,horizon,rmse,mae,mape
create_lstm_baseline_model_tanh,1,35.018706529889414,33.96596080853739,29.54100211039429
create_lstm_baseline_model_tanh,3,36.80842286150163,36.086672490812674,31.246240407631415
create_lstm_baseline_model_tanh,7,36.2913252503716,35.30805233804179,30.645570413897104
