model,horizon,rmse,mae,mape
create_lstm_relu_dropout_model,1,11.191722209129324,9.593970159460847,4.619036729047038
create_lstm_relu_dropout_model,3,13.042564514569166,11.359317134689457,5.446482739160878
create_lstm_relu_dropout_model,7,15.266986276318491,12.410386533440619,5.968594036704657
