model,exo_var,horizon,rmse,mae,mape
best_model_fn,CL=F,1,9.905395097945531,8.212391250417284,3.9705848312775425
best_model_fn,CL=F,3,9.961250580656726,8.012343723827678,3.878388653491569
best_model_fn,CL=F,7,10.130368108347891,8.861841472258673,4.281948596443472
