model,horizon,rmse,mae,mape
create_lstm_deep_model_tanh,1,9.237043023369932,8.22475113429335,3.9597926950161093
create_lstm_deep_model_tanh,3,9.783372836812685,9.188282007619776,4.439979208778171
create_lstm_deep_model_tanh,7,12.586548863085008,11.48649329961047,5.545032772191619
