model,horizon,rmse,mae,mape
lstm_keras_tuned_complex,1,7.135503938129261,5.7459397731858965,2.770898282595189
lstm_keras_tuned_complex,3,6.395228098791158,5.185336986321372,2.5173951132836123
lstm_keras_tuned_complex,7,9.144172109785062,8.260135820700306,4.018114858384657
