model,exo_var,horizon,rmse,mae,mape
best_model_fn,CL=F,1,1.521458228329763,1.2626853901310142,3.334198110320114
best_model_fn,CL=F,3,1.5231150524629373,1.2509181309417423,3.2937738752168766
best_model_fn,CL=F,7,1.9129724162818202,1.6114949308885873,4.205658217878297
