model,horizon,rmse,mae,mape
create_lstm_baseline_model_tanh,1,13.750098295393718,10.467820216915394,4.585851868629983
create_lstm_baseline_model_tanh,3,15.979437322549549,12.281338956887632,5.335964645726844
create_lstm_baseline_model_tanh,7,18.80817126105111,14.006063306352672,6.0331414998877255
