model,horizon,rmse,mae,mape
create_lstm_deep_model_tanh,1,1.1837311500089052,0.9772680213149216,2.5698230340213337
create_lstm_deep_model_tanh,3,1.4082076038768954,1.1413164244323677,2.968512171903662
create_lstm_deep_model_tanh,7,1.6672663988260223,1.3424461989803527,3.465963711266002
