model,exo_var,horizon,rmse,mae,mape
best_model_fn,JETS,1,7.337928739531665,5.8954527365872345,2.8451331203678714
best_model_fn,JETS,3,9.069741463042176,7.541655169797934,3.6485574011190893
best_model_fn,JETS,7,11.844439113615506,10.633446533184168,5.144009265091498
