model,exo_var,horizon,rmse,mae,mape
best_model_fn,IYT,1,7.932415023479657,6.6290119074953395,3.2053926423064776
best_model_fn,IYT,3,10.510129323918823,8.847913062015394,4.288574038061883
best_model_fn,IYT,7,12.189666562965401,10.766468504396148,5.209473376208439
