model,exo_var,horizon,rmse,mae,mape
best_model_fn,XLY,1,1.9372827183627557,1.5959467477104756,4.145993513520556
best_model_fn,XLY,3,2.216205494628599,1.7342714029033839,4.488384384088447
best_model_fn,XLY,7,2.4636348896155202,1.9524906628400156,5.014887031234216
