model,horizon,rmse,mae,mape,exog_vars
"SARIMAX(1, 1, 1) + Season(1, 0, 0, 21)",1,2.8284295605439356,2.369368650422938,2.06347973384821,"CL=F_lag4,^TNX_lag7,^VIX_lag1"
"SARIMAX(1, 1, 1) + Season(1, 0, 0, 21)",3,4.392683466250463,3.738342114260509,3.2241160579796424,"CL=F_lag4,^TNX_lag7,^VIX_lag1"
"SARIMAX(1, 1, 1) + Season(1, 0, 0, 21)",7,5.881245488629658,3.6111628182693827,3.0135950168158923,"CL=F_lag4,^TNX_lag7,^VIX_lag1"
