model,horizon,rmse,mae,mape
create_lstm_relu_dropout_model,1,1.3976731236901825,1.1040169670871591,2.884803206824959
create_lstm_relu_dropout_model,3,1.3491883780193725,1.0764988903746902,2.7920064400394593
create_lstm_relu_dropout_model,7,1.7558018680390244,1.470379222651362,3.834722432913503
