model,horizon,rmse,mae,mape
<lambda>,1,7.482335614648488,5.85301962178899,2.8209531831179557
<lambda>,3,7.532630318062335,5.871925580324703,2.847696554591815
<lambda>,7,9.552202982605595,8.49989146806555,4.128116869472883
