model,horizon,rmse,mae,mape
LSTM (baseline),1,1.2199377045348476,0.9686364250450724,2.5694476354406226
LSTM (baseline),3,1.2629384073829701,1.0507847132291466,2.7723872806500327
LSTM (baseline),7,1.305437434327217,1.0767396749959894,2.804728162206209
