model,horizon,rmse,mae,mape
create_lstm_tanh_dropout_model,1,8.651124980615808,7.346170104138761,6.2736785464894345
create_lstm_tanh_dropout_model,3,9.545756258684204,8.32847588604306,7.131568044651761
create_lstm_tanh_dropout_model,7,10.507372475914636,9.543203115266211,8.206049048245406
