model,horizon,rmse,mae,mape
<lambda>,1,0.9707672735109165,0.7891766785253823,2.1008223108292765
<lambda>,3,1.3753506092943697,1.1046195633893754,2.935593787343228
<lambda>,7,1.6972158326884847,1.3187179665175335,3.4277323401772355
