model,exo_var,horizon,rmse,mae,mape
best_model_fn,XLK,1,4.492794717013249,3.9244879875756356,3.375706903946949
best_model_fn,XLK,3,5.486528236016152,4.755918886798883,4.082126456676318
best_model_fn,XLK,7,6.166101291199438,5.452567226315052,4.674326048998779
