model,horizon,rmse,mae,mape
LSTM (baseline),1,7.756544027284763,6.4276563636862,3.120978979760921
LSTM (baseline),3,9.311690255978958,8.549997358920296,4.1493494337018815
LSTM (baseline),7,13.243029432001851,11.885415585136954,5.758346748620102
