model,horizon,rmse,mae,mape
create_lstm_deep_model_tanh,1,1.2835207847651082,1.0728989040676045,2.809878312225293
create_lstm_deep_model_tanh,3,1.3067726587034192,1.0481452246763412,2.7343543069942644
create_lstm_deep_model_tanh,7,1.732458188166046,1.441443608013992,3.737823243776587
