model,horizon,rmse,mae,mape
create_lstm_tanh_dropout_model,1,15.106862511644453,12.060024891477793,5.287384836114774
create_lstm_tanh_dropout_model,3,18.203627936816222,14.024268433882364,6.081097845511033
create_lstm_tanh_dropout_model,7,20.83202617959744,15.108434070535743,6.465781696189719
