model,exo_var,horizon,rmse,mae,mape
best_model_fn,^VIX,1,12.985584735303549,9.406729414659868,4.094290891562975
best_model_fn,^VIX,3,15.236880195952407,10.217275208026184,4.397460739802558
best_model_fn,^VIX,7,19.68651526545476,14.469660652119785,6.2416264135387545
