model,horizon,rmse,mae,mape
LSTM (baseline),1,12.67661576093585,9.398729129150988,4.086937968325097
LSTM (baseline),3,15.52139915794134,11.55646773164254,5.002075441210829
LSTM (baseline),7,17.93398702441971,13.146964002882987,5.678841762470546
