model,exo_var,horizon,rmse,mae,mape
best_model_fn,SMH,1,1.656352669040457,1.2702792839662451,3.30839220667011
best_model_fn,SMH,3,1.730510018211889,1.3972165137933417,3.6433450398014275
best_model_fn,SMH,7,1.8017461379430615,1.3918884629901869,3.6062998962149533
