model,horizon,rmse,mae,mape
create_lstm_deep_model_relu,1,16.292792629428323,13.167965412518363,5.7816871976448425
create_lstm_deep_model_relu,3,17.409105898198636,13.530750352649738,5.897000596969958
create_lstm_deep_model_relu,7,21.055188196971667,16.805322654910277,7.335009347682473
