model,horizon,rmse,mae,mape
<lambda>,1,9.293805891026157,7.003350865058045,3.070782537111519
<lambda>,3,12.785633125960949,8.958766649543607,3.8769269619526057
<lambda>,7,15.961436351562662,11.858612730539067,5.1338294142178516
