model,horizon,rmse,mae,mape
create_lstm_deep_model_small_tanh,1,9.885741353478087,8.01880895566737,3.8401375078656894
create_lstm_deep_model_small_tanh,3,12.024941533300176,10.46160954611636,5.0121672307811265
create_lstm_deep_model_small_tanh,7,14.863604567805288,12.082648264724526,5.78497442515177
