model,horizon,rmse,mae,mape
create_lstm_deep_model_small_tanh,1,14.65074718010346,11.599208854437434,5.083143924858973
create_lstm_deep_model_small_tanh,3,17.686529582166596,13.365224848140128,5.805208198329923
create_lstm_deep_model_small_tanh,7,20.30881693781117,15.649230324760461,6.766752936693996
