model,horizon,rmse,mae,mape
create_lstm_tanh_dropout_model,1,10.836065997051932,9.01720454493904,4.311230960973622
create_lstm_tanh_dropout_model,3,12.982133394846327,10.830053484184555,5.202158268362673
create_lstm_tanh_dropout_model,7,12.855234706633063,10.753268483523069,5.162316686717016
