model,exo_var,horizon,rmse,mae,mape
best_model_fn,ITA,1,11.174591191556795,8.294504829821872,3.6681763498740882
best_model_fn,ITA,3,13.022897765322673,9.147843199092051,3.9761399825982258
best_model_fn,ITA,7,16.038108468189222,12.126331259001176,5.248661036773226
