model,horizon,rmse,mae,mape
create_lstm_tanh_dropout_model,1,1.264293139634021,1.0112524870541697,2.6417148127361867
create_lstm_tanh_dropout_model,3,1.4701997176727917,1.2032620245485457,3.1453587602089037
create_lstm_tanh_dropout_model,7,1.9068177933003918,1.6052283694611484,4.173177288477714
