model,horizon,rmse,mae,mape,exog_vars
"SARIMAX(0, 1, 2)",1,7.082647194160359,5.395571520112021,2.36135599960292,"^VIX_lag4,^TNX_lag9,DX-Y.NYB_lag16,JETS_lag12,XLI_lag1,IYT_lag2"
"SARIMAX(0, 1, 2)",3,12.536818173789085,9.110986338867303,3.903435294831685,"^VIX_lag4,^TNX_lag9,DX-Y.NYB_lag16,JETS_lag12,XLI_lag1,IYT_lag2"
"SARIMAX(0, 1, 2)",7,19.613988749302486,15.38508342356689,6.501656329195922,"^VIX_lag4,^TNX_lag9,DX-Y.NYB_lag16,JETS_lag12,XLI_lag1,IYT_lag2"
