model,horizon,rmse,mae,mape
create_lstm_baseline_model_tanh,1,8.545541878479565,7.569433979344662,6.475921545154108
create_lstm_baseline_model_tanh,3,8.705479958344407,7.266573147197364,6.194904834850119
create_lstm_baseline_model_tanh,7,10.252600455252583,8.871771164243315,7.611403352167956
