model,horizon,rmse,mae,mape
create_lstm_baseline_model_tanh,1,1.0589390654395945,0.8718269752620774,2.2871287669767795
create_lstm_baseline_model_tanh,3,1.2005119259940062,1.0222839065785745,2.6762472195264304
create_lstm_baseline_model_tanh,7,1.452550481493447,1.181643715358291,3.0561390187046937
