model,horizon,rmse,mae,mape
<lambda>,1,8.130508718628837,6.135484891482456,2.9678073185531986
<lambda>,3,7.642501511814562,5.813961598119321,2.8208528921521503
<lambda>,7,11.01531424376656,10.016547943674519,4.8608101217561135
