model,horizon,rmse,mae,mape,exog_vars
"SARIMAX(0, 1, 2) + Season(1, 0, 0, 7)",1,0.6445776049488474,0.4784180600993022,1.2666248569833825,"DX-Y.NYB_lag5,CL=F_lag8,HG=F_lag1"
"SARIMAX(0, 1, 2) + Season(1, 0, 0, 7)",3,1.0976273196056143,0.913421210704939,2.3979513304766926,"DX-Y.NYB_lag5,CL=F_lag8,HG=F_lag1"
"SARIMAX(0, 1, 2) + Season(1, 0, 0, 7)",7,1.5815742996869573,1.2772687908829585,3.2630398050826694,"DX-Y.NYB_lag5,CL=F_lag8,HG=F_lag1"
