Price,Tech Sector ETF
Ticker,XLK
Date,
2020-09-18,107.29402923583984
2020-09-21,108.18594360351562
2020-09-22,109.89862060546875
2020-09-23,106.47327423095703
2020-09-24,107.06983184814453
2020-09-25,109.62921142578125
2020-09-28,111.72672271728516
2020-09-29,111.35147094726562
2020-09-30,112.28478240966797
2020-10-01,113.46822357177734
2020-10-02,110.59136962890625
2020-10-05,113.01602172851562
2020-10-06,111.26488494873047
2020-10-07,113.3046646118164
2020-10-08,113.8916015625
2020-10-09,115.63311767578125
2020-10-12,118.78900909423828
2020-10-13,118.02890014648438
2020-10-14,117.40349578857422
2020-10-15,116.8742904663086
2020-10-16,116.53753662109375
2020-10-19,114.40152740478516
2020-10-20,114.79601287841797
2020-10-21,114.62281799316406
2020-10-22,114.08401489257812
2020-10-23,113.95893096923828
2020-10-26,111.48617553710938
2020-10-27,112.04423522949219
2020-10-28,107.2911376953125
2020-10-29,109.08076477050781
2020-10-30,106.66571044921875
2020-11-02,106.93511199951172
2020-11-03,108.82096099853516
2020-11-04,113.05450439453125
2020-11-05,116.56641387939453
2020-11-06,116.98014831542969
2020-11-09,116.13343048095703
2020-11-10,113.96856689453125
2020-11-11,116.67225646972656
2020-11-12,115.63311767578125
2020-11-13,116.61453247070312
2020-11-16,117.7402572631836
2020-11-17,117.08600616455078
2020-11-18,115.8351821899414
2020-11-19,116.76846313476562
2020-11-20,115.56576538085938
2020-11-23,115.53688049316406
2020-11-24,117.14371490478516
2020-11-25,117.39388275146484
2020-11-27,118.01927947998047
2020-11-30,118.80826568603516
2020-12-01,120.3284683227539
2020-12-02,120.14568328857422
2020-12-03,120.06871032714844
2020-12-04,121.27140045166016
2020-12-07,121.61776733398438
2020-12-08,122.01226806640625
2020-12-09,119.67420196533203
2020-12-10,119.84738159179688
2020-12-11,119.59724426269531
2020-12-14,120.03019714355469
2020-12-15,122.0315170288086
2020-12-16,122.8589859008789
2020-12-17,123.83076477050781
2020-12-18,123.39776611328125
2020-12-21,123.52122497558594
2020-12-22,124.59173583984375
2020-12-23,123.6466064453125
2020-12-24,124.46635437011719
2020-12-28,125.87438201904297
2020-12-29,125.27645111083984
2020-12-30,125.20895385742188
2020-12-31,125.39219665527344
2021-01-04,123.3476333618164
2021-01-05,124.1480941772461
2021-01-06,122.00711059570312
2021-01-07,125.29573059082031
2021-01-08,126.1058120727539
2021-01-11,125.06426239013672
2021-01-12,124.46635437011719
2021-01-13,125.25716400146484
2021-01-14,124.15774536132812
2021-01-15,122.88471221923828
2021-01-19,124.48562622070312
2021-01-20,126.95452117919922
2021-01-21,128.593994140625
2021-01-22,128.1021728515625
2021-01-25,129.17263793945312
2021-01-26,129.25946044921875
2021-01-27,126.81950378417969
2021-01-28,127.34027099609375
2021-01-29,124.34097290039062
2021-02-01,127.45601654052734
2021-02-02,129.1822967529297
2021-02-03,128.7386932373047
2021-02-04,130.7928924560547
2021-02-05,130.50350952148438
2021-02-08,131.87298583984375
2021-02-09,131.7186737060547
2021-02-10,131.5258026123047
2021-02-11,132.97244262695312
2021-02-12,133.65716552734375
2021-02-16,133.22312927246094
2021-02-17,132.04656982421875
2021-02-18,131.40045166015625
2021-02-19,131.20755004882812
2021-02-22,128.31436157226562
2021-02-23,127.95748138427734
2021-02-24,129.91522216796875
2021-02-25,125.37289428710938
2021-02-26,126.038330078125
2021-03-01,130.09848022460938
2021-03-02,128.03465270996094
2021-03-03,124.81353759765625
2021-03-04,122.0553207397461
2021-03-05,124.36023712158203
2021-03-08,121.35132598876953
2021-03-09,125.47897338867188
2021-03-10,124.97747039794922
2021-03-11,127.6489028930664
2021-03-12,126.73271179199219
2021-03-15,128.08285522460938
2021-03-16,129.04727172851562
2021-03-17,128.9412078857422
2021-03-18,125.36323547363281
2021-03-19,124.98714447021484
2021-03-22,127.44479370117188
2021-03-23,126.65229797363281
2021-03-24,125.11566925048828
2021-03-25,125.0383529663086
2021-03-26,128.21792602539062
2021-03-29,127.55108642578125
2021-03-30,126.34304809570312
