Price,Transport ETF
Ticker,IYT
Date,
2020-11-23,51.93538284301758
2020-11-24,53.19338607788086
2020-11-25,52.82616424560547
2020-11-27,52.54188537597656
2020-11-30,52.07752990722656
2020-12-01,52.32155990600586
2020-12-02,52.53003692626953
2020-12-03,52.67929458618164
2020-12-04,53.318946838378906
2020-12-07,53.2336540222168
2020-12-08,53.4824104309082
2020-12-09,53.66009521484375
2020-12-10,53.12941360473633
2020-12-11,53.08440017700195
2020-12-14,51.85605239868164
2020-12-15,52.30221176147461
2020-12-16,52.30695343017578
2020-12-17,52.916847229003906
2020-12-18,52.558509826660156
2020-12-21,52.29745864868164
2020-12-22,52.188297271728516
2020-12-23,52.378150939941406
2020-12-24,52.38764190673828
2020-12-28,52.46120834350586
2020-12-29,52.10048294067383
2020-12-30,52.23100662231445
2020-12-31,52.337806701660156
2021-01-04,51.26987838745117
2021-01-05,51.777740478515625
2021-01-06,53.163665771484375
2021-01-07,53.64542007446289
2021-01-08,53.932579040527344
2021-01-11,53.91358947753906
2021-01-12,54.67062759399414
2021-01-13,54.33126449584961
2021-01-14,54.92930603027344
2021-01-15,54.222103118896484
2021-01-19,54.027503967285156
2021-01-20,54.922183990478516
2021-01-21,54.01325988769531
2021-01-22,53.8542594909668
2021-01-25,53.80442428588867
2021-01-26,52.9500846862793
2021-01-27,51.362430572509766
2021-01-28,51.979454040527344
2021-01-29,50.57691955566406
2021-02-01,51.28649139404297
2021-02-02,52.3425407409668
2021-02-03,52.337806701660156
2021-02-04,53.1162109375
2021-02-05,53.476924896240234
2021-02-08,53.7569580078125
2021-02-09,54.18886947631836
2021-02-10,54.167510986328125
2021-02-11,54.143775939941406
2021-02-12,55.06221008300781
2021-02-16,55.128639221191406
2021-02-17,54.703857421875
2021-02-18,54.549598693847656
2021-02-19,55.55344772338867
2021-02-22,55.940277099609375
2021-02-23,56.016212463378906
2021-02-24,56.94174575805664
2021-02-25,55.91891860961914
2021-02-26,55.77651596069336
2021-03-01,56.9749755859375
2021-03-02,56.78512191772461
2021-03-03,56.6949462890625
2021-03-04,55.244930267333984
2021-03-05,57.06277084350586
2021-03-08,57.48283004760742
2021-03-09,57.74625015258789
2021-03-10,58.102230072021484
2021-03-11,58.64567947387695
2021-03-12,59.284061431884766
2021-03-15,59.611549377441406
2021-03-16,58.705013275146484
2021-03-17,59.26032638549805
2021-03-18,59.22710418701172
2021-03-19,59.348140716552734
2021-03-22,59.31966781616211
2021-03-23,58.223262786865234
2021-03-24,58.77620315551758
2021-03-25,59.804195404052734
2021-03-26,61.15580368041992
2021-03-29,60.77744674682617
2021-03-30,61.61031723022461
