Price,Airline ETF
Ticker,JETS
Date,
2021-01-14,22.906557083129883
2021-01-15,22.13174819946289
2021-01-19,22.310548782348633
2021-01-20,22.648286819458008
2021-01-21,22.231081008911133
2021-01-22,22.101945877075195
2021-01-25,21.555606842041016
2021-01-26,21.595340728759766
2021-01-27,21.237735748291016
2021-01-28,21.92314338684082
2021-01-29,21.237735748291016
2021-02-01,21.37680435180664
2021-02-02,21.684741973876953
2021-02-03,22.231081008911133
2021-02-04,22.737688064575195
2021-02-05,22.896621704101562
2021-02-08,23.542299270629883
2021-02-09,23.333694458007812
2021-02-10,23.393295288085938
2021-02-11,23.264162063598633
2021-02-12,23.403228759765625
2021-02-16,23.830368041992188
2021-02-17,24.197906494140625
2021-02-18,23.949569702148438
2021-02-19,24.65484619140625
2021-02-22,25.509122848510742
2021-02-23,26.244199752807617
2021-02-24,26.840208053588867
2021-02-25,25.896528244018555
2021-02-26,25.936262130737305
2021-03-01,26.065397262573242
2021-03-02,26.055463790893555
2021-03-03,26.373332977294922
2021-03-04,25.628324508666992
2021-03-05,25.538923263549805
2021-03-08,26.46273422241211
2021-03-09,26.393199920654297
2021-03-10,26.452800750732422
2021-03-11,26.78060531616211
2021-03-12,27.49581527709961
2021-03-15,28.51896095275879
2021-03-16,27.773950576782227
2021-03-17,28.369958877563477
2021-03-18,27.903087615966797
2021-03-19,27.8732852935791
2021-03-22,26.840208053588867
2021-03-23,25.777326583862305
2021-03-24,25.459455490112305
2021-03-25,26.085264205932617
2021-03-26,26.492536544799805
2021-03-29,26.264066696166992
2021-03-30,26.909740447998047
