Price,USD Index
Ticker,DX-Y.NYB
Date,
2020-05-27,99.05999755859375
2020-05-28,98.37999725341797
2020-05-29,98.33999633789062
2020-06-01,97.83000183105469
2020-06-02,97.66999816894531
2020-06-03,97.27999877929688
2020-06-04,96.68000030517578
2020-06-05,96.94000244140625
2020-06-08,96.62000274658203
2020-06-09,96.31999969482422
2020-06-10,95.95999908447266
2020-06-11,96.7300033569336
2020-06-12,97.31999969482422
2020-06-15,96.68000030517578
2020-06-16,96.95999908447266
2020-06-17,97.16000366210938
2020-06-18,97.41999816894531
2020-06-19,97.62000274658203
2020-06-22,97.04000091552734
2020-06-23,96.69000244140625
2020-06-24,97.1500015258789
2020-06-25,97.43000030517578
2020-06-26,97.5
2020-06-29,97.54000091552734
2020-06-30,97.38999938964844
2020-07-01,97.19999694824219
2020-07-02,97.31999969482422
2020-07-06,96.79000091552734
2020-07-07,96.87999725341797
2020-07-08,96.43000030517578
2020-07-09,96.69999694824219
2020-07-10,96.6500015258789
2020-07-13,96.45999908447266
2020-07-14,96.26000213623047
2020-07-15,96.08000183105469
2020-07-16,96.3499984741211
2020-07-17,95.94000244140625
2020-07-20,95.83000183105469
2020-07-21,95.12000274658203
2020-07-22,94.97000122070312
2020-07-23,94.69000244140625
2020-07-24,94.44000244140625
2020-07-27,93.66999816894531
2020-07-28,93.76000213623047
2020-07-29,93.26000213623047
2020-07-30,93.0199966430664
2020-07-31,93.48999786376953
2020-08-03,93.5
2020-08-04,93.37999725341797
2020-08-05,92.83000183105469
2020-08-06,92.79000091552734
2020-08-07,93.44000244140625
2020-08-10,93.58000183105469
2020-08-11,93.62999725341797
2020-08-12,93.44000244140625
2020-08-13,93.33999633789062
2020-08-14,93.0999984741211
2020-08-17,92.8499984741211
2020-08-18,92.2699966430664
2020-08-19,92.88999938964844
2020-08-20,92.79000091552734
2020-08-21,93.25
2020-08-24,93.30000305175781
2020-08-25,93.0199966430664
2020-08-26,93.01000213623047
2020-08-27,93.01000213623047
2020-08-28,92.37000274658203
2020-08-31,92.13999938964844
2020-09-01,92.33999633789062
2020-09-02,92.8499984741211
2020-09-03,92.73999786376953
2020-09-04,92.72000122070312
2020-09-08,93.4800033569336
2020-09-09,93.26000213623047
2020-09-10,93.33999633789062
2020-09-11,93.33000183105469
2020-09-14,93.06999969482422
2020-09-15,93.05000305175781
2020-09-16,93.20999908447266
2020-09-17,92.97000122070312
2020-09-18,92.93000030517578
2020-09-21,93.54000091552734
2020-09-22,93.98999786376953
2020-09-23,94.38999938964844
2020-09-24,94.3499984741211
2020-09-25,94.58000183105469
2020-09-28,94.26000213623047
2020-09-29,93.88999938964844
2020-09-30,93.88999938964844
2020-10-01,93.70999908447266
2020-10-02,93.83999633789062
2020-10-05,93.51000213623047
2020-10-06,93.83000183105469
2020-10-07,93.62999725341797
2020-10-08,93.61000061035156
2020-10-09,93.05999755859375
2020-10-12,93.06999969482422
2020-10-13,93.52999877929688
2020-10-14,93.37999725341797
2020-10-15,93.86000061035156
2020-10-16,93.68000030517578
2020-10-19,93.43000030517578
2020-10-20,93.06999969482422
2020-10-21,92.61000061035156
2020-10-22,92.94999694824219
2020-10-23,92.7699966430664
2020-10-26,93.05000305175781
2020-10-27,92.94000244140625
2020-10-28,93.41000366210938
2020-10-29,93.95999908447266
2020-10-30,94.04000091552734
2020-11-02,94.05000305175781
2020-11-03,93.55000305175781
2020-11-04,93.41000366210938
2020-11-05,92.52999877929688
2020-11-06,92.2300033569336
2020-11-09,92.7300033569336
2020-11-10,92.75
2020-11-11,93.04000091552734
2020-11-12,92.95999908447266
2020-11-13,92.76000213623047
2020-11-16,92.56999969482422
2020-11-17,92.41999816894531
2020-11-18,92.31999969482422
2020-11-19,92.29000091552734
2020-11-20,92.38999938964844
2020-11-23,92.51000213623047
2020-11-24,92.2300033569336
2020-11-25,91.98999786376953
2020-11-27,91.79000091552734
2020-11-30,91.87000274658203
2020-12-01,91.30999755859375
2020-12-02,91.12000274658203
2020-12-03,90.70999908447266
2020-12-04,90.69999694824219
2020-12-07,90.79000091552734
2020-12-08,90.97000122070312
2020-12-09,91.08999633789062
2020-12-10,90.79000091552734
2020-12-11,90.9800033569336
2020-12-14,90.70999908447266
2020-12-15,90.47000122070312
2020-12-16,90.44999694824219
2020-12-17,89.81999969482422
2020-12-18,90.0199966430664
2020-12-21,90.04000091552734
2020-12-22,90.6500015258789
2020-12-23,90.41000366210938
2020-12-24,90.33000183105469
2020-12-28,90.33999633789062
2020-12-29,90.01000213623047
2020-12-30,89.62999725341797
2020-12-31,89.94000244140625
2021-01-04,89.87999725341797
2021-01-05,89.44000244140625
2021-01-06,89.52999877929688
2021-01-07,89.83000183105469
2021-01-08,90.0999984741211
2021-01-11,90.54000091552734
2021-01-12,90.05000305175781
2021-01-13,90.31999969482422
2021-01-14,90.23999786376953
2021-01-15,90.77999877929688
2021-01-19,90.5
2021-01-20,90.47000122070312
2021-01-21,90.12999725341797
2021-01-22,90.23999786376953
2021-01-25,90.38999938964844
2021-01-26,90.16999816894531
2021-01-27,90.6500015258789
2021-01-28,90.45999908447266
2021-01-29,90.58000183105469
2021-02-01,91.0199966430664
2021-02-02,91.19999694824219
2021-02-03,91.12000274658203
2021-02-04,91.52999877929688
2021-02-05,91.04000091552734
2021-02-08,90.93000030517578
2021-02-09,90.44000244140625
2021-02-10,90.37000274658203
2021-02-11,90.41999816894531
2021-02-12,90.4800033569336
2021-02-16,90.51000213623047
2021-02-17,90.94999694824219
2021-02-18,90.58999633789062
2021-02-19,90.36000061035156
2021-02-22,90.01000213623047
2021-02-23,90.16999816894531
2021-02-24,90.18000030517578
2021-02-25,90.12999725341797
2021-02-26,90.93000030517578
2021-03-01,91.04000091552734
2021-03-02,90.79000091552734
2021-03-03,90.94999694824219
2021-03-04,91.62999725341797
2021-03-05,91.9800033569336
2021-03-08,92.30999755859375
2021-03-09,91.95999908447266
2021-03-10,91.79000091552734
2021-03-11,91.41999816894531
2021-03-12,91.68000030517578
2021-03-15,91.83000183105469
2021-03-16,91.87000274658203
2021-03-17,91.4000015258789
2021-03-18,91.8499984741211
2021-03-19,91.91999816894531
2021-03-22,91.80000305175781
2021-03-23,92.33999633789062
2021-03-24,92.52999877929688
2021-03-25,92.87999725341797
2021-03-26,92.7699966430664
2021-03-29,92.94000244140625
2021-03-30,93.30000305175781
